enrollment_id,member_id,class_type_id,instructor_id,facility_id,area_id,enrollment_date,class_date,scheduled_start_time,actual_start_time,scheduled_end_time,actual_end_time,enrollment_status,checkin_time,checkout_time,attendance_status,payment_amount,instructor_rating,member_satisfaction_score,last_modified
ENR00006085,MEM000276,CT006,STF0026,FAC002,AR005,2025-09-10,2025-09-15,20:30:00,20:30:00,21:00:00,,Cancelled,,,Cancelled,0.0,,,2025-10-12
ENR00006086,MEM000478,CT006,STF0026,FAC002,AR005,2025-09-15,2025-09-15,20:30:00,20:27:00,21:00:00,20:57:00,Confirmed,20:25:00,20:57:00,Present,22.277551613798106,4.0,4.0,2025-10-12
ENR00006087,MEM000262,CT006,STF0026,FAC002,AR005,2025-09-10,2025-09-15,20:30:00,20:30:00,21:00:00,,Cancelled,,,Cancelled,0.0,,,2025-10-12
ENR00006088,MEM000430,CT006,STF0026,FAC002,AR005,2025-09-14,2025-09-15,20:30:00,20:37:00,21:00:00,21:07:00,Confirmed,20:20:00,21:07:00,Present,23.019058538637513,5.0,5.0,2025-10-12
ENR00006089,MEM000042,CT006,STF0026,FAC002,AR005,2025-09-15,2025-09-15,20:30:00,20:36:00,21:00:00,21:06:00,Confirmed,20:19:00,21:06:00,Present,34.74178981896792,5.0,3.0,2025-10-12
ENR00006090,MEM000219,CT006,STF0026,FAC002,AR005,2025-09-11,2025-09-15,20:30:00,20:35:00,21:00:00,21:05:00,Confirmed,20:23:00,21:05:00,Present,19.763210239473988,3.0,4.0,2025-10-12
ENR00006091,MEM000365,CT006,STF0026,FAC002,AR005,2025-09-15,2025-09-15,20:30:00,20:30:00,21:00:00,,Cancelled,,,Cancelled,0.0,,,2025-10-12
ENR00006092,MEM000215,CT006,STF0026,FAC002,AR005,2025-09-10,2025-09-15,20:30:00,20:37:00,21:00:00,21:07:00,Confirmed,20:24:00,21:07:00,Present,32.241607928373945,3.0,4.0,2025-10-12
ENR00006093,MEM000264,CT006,STF0026,FAC002,AR005,2025-09-12,2025-09-15,20:30:00,20:31:00,21:00:00,21:01:00,Confirmed,20:21:00,21:01:00,Present,19.534715511490212,3.0,4.0,2025-10-12
ENR00006094,MEM000326,CT006,STF0026,FAC002,AR005,2025-09-13,2025-09-15,20:30:00,20:36:00,21:00:00,21:06:00,Confirmed,20:24:00,21:06:00,Present,33.62094351320917,5.0,3.0,2025-10-12
ENR00006095,MEM000023,CT006,STF0026,FAC002,AR005,2025-09-08,2025-09-15,20:30:00,20:37:00,21:00:00,21:07:00,Confirmed,20:28:00,21:07:00,Present,21.437429071611348,4.0,4.0,2025-10-12
ENR00006096,MEM000320,CT006,STF0026,FAC002,AR005,2025-09-15,2025-09-15,20:30:00,20:30:00,21:00:00,,Cancelled,,,Cancelled,0.0,,,2025-10-12
ENR00006097,MEM000208,CT006,STF0026,FAC002,AR005,2025-09-13,2025-09-15,20:30:00,20:25:00,21:00:00,20:55:00,Confirmed,20:19:00,20:55:00,Present,15.002405798323494,3.0,3.0,2025-10-12
ENR00006098,MEM000262,CT002,STF0023,FAC003,AR015,2025-09-09,2025-09-15,13:45:00,13:42:00,15:15:00,15:12:00,Confirmed,13:42:00,15:12:00,Present,34.06783975574099,5.0,4.0,2025-10-12
ENR00006099,MEM000423,CT002,STF0023,FAC003,AR015,2025-09-13,2025-09-15,13:45:00,13:44:00,15:15:00,15:14:00,Confirmed,13:39:00,15:14:00,Present,22.089388975862946,3.0,3.0,2025-10-12
ENR00006100,MEM000208,CT002,STF0023,FAC003,AR015,2025-09-13,2025-09-15,13:45:00,13:43:00,15:15:00,15:13:00,Confirmed,13:41:00,15:13:00,Present,22.3685075644795,4.0,4.0,2025-10-12
ENR00006101,MEM000408,CT002,STF0023,FAC003,AR015,2025-09-09,2025-09-15,13:45:00,13:45:00,15:15:00,,Confirmed,,,No Show,26.846845368146436,,,2025-10-12
ENR00006102,MEM000132,CT002,STF0023,FAC003,AR015,2025-09-12,2025-09-15,13:45:00,13:43:00,15:15:00,15:13:00,Confirmed,13:42:00,15:13:00,Present,20.772585740133756,5.0,3.0,2025-10-12
ENR00006103,MEM000158,CT002,STF0023,FAC003,AR015,2025-09-08,2025-09-15,13:45:00,13:43:00,15:15:00,15:13:00,Confirmed,13:31:00,15:13:00,Present,32.65417884024286,3.0,3.0,2025-10-12
ENR00006104,MEM000356,CT002,STF0023,FAC003,AR015,2025-09-09,2025-09-15,13:45:00,13:49:00,15:15:00,15:19:00,Confirmed,13:39:00,15:19:00,Present,15.394575527195283,3.0,4.0,2025-10-12
ENR00006105,MEM000320,CT002,STF0023,FAC003,AR015,2025-09-14,2025-09-15,13:45:00,13:43:00,15:15:00,15:13:00,Confirmed,13:45:00,15:13:00,Present,15.190604844058786,5.0,3.0,2025-10-12
ENR00006106,MEM000471,CT002,STF0023,FAC003,AR015,2025-09-12,2025-09-15,13:45:00,13:45:00,15:15:00,,Cancelled,,,Cancelled,0.0,,,2025-10-12
ENR00006107,MEM000251,CT010,STF0024,FAC002,AR005,2025-09-11,2025-09-15,07:30:00,07:32:00,08:15:00,08:17:00,Confirmed,07:29:00,08:17:00,Present,17.091755315388678,3.0,4.0,2025-10-12
ENR00006108,MEM000147,CT010,STF0024,FAC002,AR005,2025-09-08,2025-09-15,07:30:00,07:38:00,08:15:00,08:23:00,Confirmed,07:27:00,08:23:00,Present,33.37636380664602,3.0,5.0,2025-10-12
ENR00006109,MEM000037,CT010,STF0024,FAC002,AR005,2025-09-11,2025-09-15,07:30:00,07:31:00,08:15:00,08:16:00,Confirmed,07:19:00,08:16:00,Present,25.583423583675287,3.0,3.0,2025-10-12
ENR00006110,MEM000327,CT010,STF0024,FAC002,AR005,2025-09-15,2025-09-15,07:30:00,07:38:00,08:15:00,08:23:00,Confirmed,07:21:00,08:23:00,Present,22.327443647604404,4.0,5.0,2025-10-12
ENR00006111,MEM000016,CT010,STF0024,FAC002,AR005,2025-09-10,2025-09-15,07:30:00,07:27:00,08:15:00,08:12:00,Confirmed,07:17:00,08:12:00,Present,33.488164197913925,5.0,5.0,2025-10-12
ENR00006112,MEM000292,CT004,STF0001,FAC001,AR002,2025-09-11,2025-09-15,08:30:00,08:30:00,09:30:00,,Cancelled,,,Cancelled,0.0,,,2025-10-12
ENR00006113,MEM000374,CT004,STF0001,FAC001,AR002,2025-09-13,2025-09-15,08:30:00,08:28:00,09:30:00,09:28:00,Confirmed,08:23:00,09:28:00,Present,17.95629468122163,3.0,3.0,2025-10-12
ENR00006114,MEM000250,CT004,STF0001,FAC001,AR002,2025-09-09,2025-09-15,08:30:00,08:31:00,09:30:00,09:31:00,Confirmed,08:30:00,09:31:00,Present,27.631632604009013,3.0,3.0,2025-10-12
ENR00006115,MEM000030,CT004,STF0001,FAC001,AR002,2025-09-15,2025-09-15,08:30:00,08:34:00,09:30:00,09:34:00,Confirmed,08:19:00,09:34:00,Present,17.823809527785826,3.0,3.0,2025-10-12
ENR00006116,MEM000173,CT004,STF0001,FAC001,AR002,2025-09-11,2025-09-15,08:30:00,08:40:00,09:30:00,09:40:00,Confirmed,08:30:00,09:40:00,Present,17.885379654297367,3.0,3.0,2025-10-12
ENR00006117,MEM000406,CT004,STF0001,FAC001,AR002,2025-09-09,2025-09-15,08:30:00,08:35:00,09:30:00,09:35:00,Confirmed,08:24:00,09:35:00,Present,21.941005241529652,4.0,5.0,2025-10-12
ENR00006118,MEM000330,CT003,STF0010,FAC001,AR002,2025-09-15,2025-09-15,14:45:00,14:44:00,15:30:00,15:29:00,Confirmed,14:36:00,15:29:00,Present,30.08119308551856,3.0,4.0,2025-10-12
ENR00006119,MEM000165,CT003,STF0010,FAC001,AR002,2025-09-12,2025-09-15,14:45:00,14:48:00,15:30:00,15:33:00,Confirmed,14:45:00,15:33:00,Present,29.298665708353756,4.0,5.0,2025-10-12
ENR00006120,MEM000414,CT003,STF0010,FAC001,AR002,2025-09-10,2025-09-15,14:45:00,14:45:00,15:30:00,,Confirmed,,,No Show,26.51562581463407,,,2025-10-12
ENR00006121,MEM000137,CT003,STF0010,FAC001,AR002,2025-09-15,2025-09-15,14:45:00,14:51:00,15:30:00,15:36:00,Confirmed,14:34:00,15:36:00,Present,21.08331240186768,4.0,3.0,2025-10-12
ENR00006122,MEM000146,CT003,STF0010,FAC001,AR002,2025-09-13,2025-09-15,14:45:00,14:46:00,15:30:00,15:31:00,Confirmed,14:30:00,15:31:00,Present,22.814726550841037,4.0,3.0,2025-10-12
ENR00006123,MEM000413,CT003,STF0010,FAC001,AR002,2025-09-12,2025-09-15,14:45:00,14:46:00,15:30:00,15:31:00,Confirmed,14:35:00,15:31:00,Present,31.851840724018917,4.0,3.0,2025-10-12
ENR00006124,MEM000049,CT003,STF0010,FAC001,AR002,2025-09-11,2025-09-15,14:45:00,14:52:00,15:30:00,15:37:00,Confirmed,14:35:00,15:37:00,Present,21.746017196533316,4.0,3.0,2025-10-12
ENR00006125,MEM000236,CT003,STF0010,FAC001,AR002,2025-09-14,2025-09-15,14:45:00,14:54:00,15:30:00,15:39:00,Confirmed,14:37:00,15:39:00,Present,32.90760024648702,3.0,3.0,2025-10-12
ENR00006126,MEM000046,CT003,STF0010,FAC001,AR002,2025-09-15,2025-09-15,14:45:00,14:53:00,15:30:00,15:38:00,Confirmed,14:38:00,15:38:00,Present,24.654921049396716,3.0,3.0,2025-10-12
ENR00006127,MEM000010,CT003,STF0010,FAC001,AR002,2025-09-15,2025-09-15,14:45:00,14:50:00,15:30:00,15:35:00,Confirmed,14:39:00,15:35:00,Present,25.828698622490162,5.0,3.0,2025-10-12
ENR00006128,MEM000178,CT003,STF0010,FAC001,AR002,2025-09-15,2025-09-15,14:45:00,14:55:00,15:30:00,15:40:00,Confirmed,14:33:00,15:40:00,Present,31.281444266709045,3.0,5.0,2025-10-12
ENR00006129,MEM000494,CT003,STF0010,FAC001,AR002,2025-09-15,2025-09-15,14:45:00,14:48:00,15:30:00,15:33:00,Confirmed,14:36:00,15:33:00,Present,15.717083418900959,3.0,5.0,2025-10-12
ENR00006130,MEM000442,CT003,STF0010,FAC001,AR002,2025-09-15,2025-09-15,14:45:00,14:47:00,15:30:00,15:32:00,Confirmed,14:38:00,15:32:00,Present,28.272174832209853,4.0,5.0,2025-10-12
ENR00006131,MEM000196,CT003,STF0010,FAC001,AR002,2025-09-10,2025-09-15,14:45:00,14:55:00,15:30:00,15:40:00,Confirmed,14:42:00,15:40:00,Present,28.338995952416848,4.0,4.0,2025-10-12
ENR00006132,MEM000255,CT003,STF0010,FAC001,AR002,2025-09-09,2025-09-15,14:45:00,14:49:00,15:30:00,15:34:00,Confirmed,14:34:00,15:34:00,Present,22.030873177209827,4.0,4.0,2025-10-12
ENR00006133,MEM000110,CT003,STF0010,FAC001,AR002,2025-09-13,2025-09-15,14:45:00,14:54:00,15:30:00,15:39:00,Confirmed,14:40:00,15:39:00,Present,28.86247924487672,4.0,4.0,2025-10-12
ENR00006134,MEM000067,CT002,STF0029,FAC001,AR002,2025-09-12,2025-09-15,08:00:00,07:57:00,09:30:00,09:27:00,Confirmed,07:58:00,09:27:00,Present,16.16035753683945,4.0,3.0,2025-10-12
ENR00006135,MEM000363,CT002,STF0029,FAC001,AR002,2025-09-15,2025-09-15,08:00:00,07:58:00,09:30:00,09:28:00,Confirmed,07:53:00,09:28:00,Present,16.514293952144584,4.0,3.0,2025-10-12
ENR00006136,MEM000209,CT002,STF0029,FAC001,AR002,2025-09-12,2025-09-15,08:00:00,08:02:00,09:30:00,09:32:00,Confirmed,07:55:00,09:32:00,Present,32.623674496820584,4.0,5.0,2025-10-12
ENR00006137,MEM000423,CT002,STF0029,FAC001,AR002,2025-09-12,2025-09-15,08:00:00,08:03:00,09:30:00,09:33:00,Confirmed,07:46:00,09:33:00,Present,26.79177168687942,5.0,4.0,2025-10-12
ENR00006138,MEM000226,CT002,STF0029,FAC001,AR002,2025-09-12,2025-09-15,08:00:00,08:02:00,09:30:00,09:32:00,Confirmed,07:47:00,09:32:00,Present,21.758715754644097,4.0,3.0,2025-10-12
ENR00006139,MEM000160,CT002,STF0029,FAC001,AR002,2025-09-12,2025-09-15,08:00:00,08:01:00,09:30:00,09:31:00,Confirmed,07:54:00,09:31:00,Present,34.65558252750816,5.0,4.0,2025-10-12
ENR00006140,MEM000313,CT002,STF0029,FAC001,AR002,2025-09-10,2025-09-15,08:00:00,08:08:00,09:30:00,09:38:00,Confirmed,07:55:00,09:38:00,Present,25.185579380818144,4.0,4.0,2025-10-12
ENR00006141,MEM000144,CT002,STF0029,FAC001,AR002,2025-09-08,2025-09-15,08:00:00,08:07:00,09:30:00,09:37:00,Confirmed,07:47:00,09:37:00,Present,28.51721162151967,5.0,5.0,2025-10-12
ENR00006142,MEM000071,CT002,STF0029,FAC001,AR002,2025-09-14,2025-09-15,08:00:00,07:55:00,09:30:00,09:25:00,Confirmed,07:52:00,09:25:00,Present,30.06403409097262,4.0,5.0,2025-10-12
ENR00006143,MEM000440,CT002,STF0029,FAC001,AR002,2025-09-11,2025-09-15,08:00:00,08:00:00,09:30:00,,Confirmed,,,No Show,28.528083219205307,,,2025-10-12
ENR00006144,MEM000096,CT002,STF0029,FAC001,AR002,2025-09-15,2025-09-15,08:00:00,07:59:00,09:30:00,09:29:00,Confirmed,07:51:00,09:29:00,Present,25.6426224809083,4.0,3.0,2025-10-12
ENR00006145,MEM000391,CT002,STF0029,FAC001,AR002,2025-09-10,2025-09-15,08:00:00,07:55:00,09:30:00,09:25:00,Confirmed,07:55:00,09:25:00,Present,16.57146187113882,5.0,4.0,2025-10-12
ENR00006146,MEM000206,CT010,STF0030,FAC003,AR015,2025-09-13,2025-09-15,09:30:00,09:25:00,10:15:00,10:10:00,Confirmed,09:17:00,10:10:00,Present,16.43818061560197,5.0,4.0,2025-10-12
ENR00006147,MEM000408,CT010,STF0030,FAC003,AR015,2025-09-14,2025-09-15,09:30:00,09:25:00,10:15:00,10:10:00,Confirmed,09:17:00,10:10:00,Present,32.64420306900797,5.0,3.0,2025-10-12
ENR00006148,MEM000387,CT010,STF0030,FAC003,AR015,2025-09-10,2025-09-15,09:30:00,09:37:00,10:15:00,10:22:00,Confirmed,09:20:00,10:22:00,Present,18.72235045734989,4.0,3.0,2025-10-12
ENR00006149,MEM000311,CT010,STF0030,FAC003,AR015,2025-09-15,2025-09-15,09:30:00,09:27:00,10:15:00,10:12:00,Confirmed,09:18:00,10:12:00,Present,27.499759162701586,4.0,4.0,2025-10-12
ENR00006150,MEM000447,CT010,STF0030,FAC003,AR015,2025-09-14,2025-09-15,09:30:00,09:32:00,10:15:00,10:17:00,Confirmed,09:25:00,10:17:00,Present,32.087399721958846,5.0,3.0,2025-10-12
ENR00006151,MEM000196,CT010,STF0030,FAC003,AR015,2025-09-13,2025-09-15,09:30:00,09:34:00,10:15:00,10:19:00,Confirmed,09:29:00,10:19:00,Present,26.639429291227707,3.0,5.0,2025-10-12
ENR00006152,MEM000454,CT010,STF0030,FAC003,AR015,2025-09-12,2025-09-15,09:30:00,09:30:00,10:15:00,10:15:00,Confirmed,09:30:00,10:15:00,Present,15.643337509142125,5.0,4.0,2025-10-12
ENR00006153,MEM000054,CT010,STF0030,FAC003,AR015,2025-09-15,2025-09-15,09:30:00,09:39:00,10:15:00,10:24:00,Confirmed,09:26:00,10:24:00,Present,17.408562591423156,3.0,3.0,2025-10-12
ENR00006154,MEM000045,CT010,STF0030,FAC003,AR015,2025-09-12,2025-09-15,09:30:00,09:31:00,10:15:00,10:16:00,Confirmed,09:24:00,10:16:00,Present,21.492579789416876,5.0,4.0,2025-10-12
ENR00006155,MEM000191,CT010,STF0030,FAC003,AR015,2025-09-08,2025-09-15,09:30:00,09:30:00,10:15:00,,Cancelled,,,Cancelled,0.0,,,2025-10-12
ENR00006156,MEM000198,CT007,STF0011,FAC001,AR002,2025-09-11,2025-09-15,17:30:00,17:40:00,18:00:00,18:10:00,Confirmed,17:21:00,18:10:00,Present,15.39992387333206,4.0,4.0,2025-10-12
ENR00006157,MEM000391,CT007,STF0011,FAC001,AR002,2025-09-10,2025-09-15,17:30:00,17:31:00,18:00:00,18:01:00,Confirmed,17:18:00,18:01:00,Present,19.44692179150075,3.0,3.0,2025-10-12
ENR00006158,MEM000455,CT007,STF0011,FAC001,AR002,2025-09-10,2025-09-15,17:30:00,17:39:00,18:00:00,18:09:00,Confirmed,17:15:00,18:09:00,Present,18.861835935102416,3.0,3.0,2025-10-12
ENR00006159,MEM000374,CT007,STF0011,FAC001,AR002,2025-09-11,2025-09-15,17:30:00,17:25:00,18:00:00,17:55:00,Confirmed,17:25:00,17:55:00,Present,28.849672825083317,4.0,4.0,2025-10-12
ENR00006160,MEM000233,CT007,STF0011,FAC001,AR002,2025-09-11,2025-09-15,17:30:00,17:40:00,18:00:00,18:10:00,Confirmed,17:18:00,18:10:00,Present,28.836060036703326,5.0,5.0,2025-10-12
ENR00006161,MEM000447,CT007,STF0011,FAC001,AR002,2025-09-11,2025-09-15,17:30:00,17:28:00,18:00:00,17:58:00,Confirmed,17:21:00,17:58:00,Present,20.91156659687816,4.0,3.0,2025-10-12
ENR00006162,MEM000009,CT007,STF0011,FAC001,AR002,2025-09-11,2025-09-15,17:30:00,17:25:00,18:00:00,17:55:00,Confirmed,17:29:00,17:55:00,Present,30.620875510952004,4.0,5.0,2025-10-12
ENR00006163,MEM000334,CT007,STF0011,FAC001,AR002,2025-09-13,2025-09-15,17:30:00,17:36:00,18:00:00,18:06:00,Confirmed,17:23:00,18:06:00,Present,25.713820651370234,3.0,3.0,2025-10-12
ENR00006164,MEM000035,CT007,STF0011,FAC001,AR002,2025-09-09,2025-09-15,17:30:00,17:40:00,18:00:00,18:10:00,Confirmed,17:27:00,18:10:00,Present,17.592562898367948,5.0,3.0,2025-10-12
ENR00006165,MEM000385,CT003,STF0017,FAC001,AR002,2025-09-14,2025-09-15,16:45:00,16:41:00,17:30:00,17:26:00,Confirmed,16:42:00,17:26:00,Present,24.775732501913936,5.0,3.0,2025-10-12
ENR00006166,MEM000373,CT003,STF0017,FAC001,AR002,2025-09-11,2025-09-15,16:45:00,16:40:00,17:30:00,17:25:00,Confirmed,16:36:00,17:25:00,Present,23.317678154795793,5.0,4.0,2025-10-12
ENR00006167,MEM000374,CT003,STF0017,FAC001,AR002,2025-09-13,2025-09-15,16:45:00,16:55:00,17:30:00,17:40:00,Confirmed,16:33:00,17:40:00,Present,28.657840888237942,5.0,4.0,2025-10-12
ENR00006168,MEM000419,CT003,STF0017,FAC001,AR002,2025-09-10,2025-09-15,16:45:00,16:51:00,17:30:00,17:36:00,Confirmed,16:38:00,17:36:00,Present,31.225139681856522,4.0,3.0,2025-10-12
ENR00006169,MEM000146,CT003,STF0017,FAC001,AR002,2025-09-12,2025-09-15,16:45:00,16:48:00,17:30:00,17:33:00,Confirmed,16:44:00,17:33:00,Present,34.55269639365297,5.0,4.0,2025-10-12
ENR00006170,MEM000131,CT003,STF0017,FAC001,AR002,2025-09-08,2025-09-15,16:45:00,16:50:00,17:30:00,17:35:00,Confirmed,16:37:00,17:35:00,Present,15.525307235754084,3.0,4.0,2025-10-12
ENR00006171,MEM000462,CT003,STF0017,FAC001,AR002,2025-09-14,2025-09-15,16:45:00,16:52:00,17:30:00,17:37:00,Confirmed,16:30:00,17:37:00,Present,19.601108657989254,4.0,4.0,2025-10-12
ENR00006172,MEM000139,CT003,STF0017,FAC001,AR002,2025-09-08,2025-09-15,16:45:00,16:55:00,17:30:00,17:40:00,Confirmed,16:30:00,17:40:00,Present,25.5571564855778,4.0,5.0,2025-10-12
ENR00006173,MEM000180,CT003,STF0017,FAC001,AR002,2025-09-13,2025-09-15,16:45:00,16:44:00,17:30:00,17:29:00,Confirmed,16:35:00,17:29:00,Present,30.77189238108795,5.0,5.0,2025-10-12
ENR00006174,MEM000456,CT003,STF0017,FAC001,AR002,2025-09-15,2025-09-15,16:45:00,16:45:00,17:30:00,,Cancelled,,,Cancelled,0.0,,,2025-10-12
ENR00006175,MEM000481,CT003,STF0017,FAC001,AR002,2025-09-15,2025-09-15,16:45:00,16:40:00,17:30:00,17:25:00,Confirmed,16:34:00,17:25:00,Present,28.234581495920516,4.0,3.0,2025-10-12
ENR00006176,MEM000063,CT003,STF0017,FAC001,AR002,2025-09-15,2025-09-15,16:45:00,16:55:00,17:30:00,17:40:00,Confirmed,16:36:00,17:40:00,Present,22.45870410193892,3.0,4.0,2025-10-12
ENR00006177,MEM000213,CT006,STF0022,FAC001,AR002,2025-09-14,2025-09-15,11:00:00,11:04:00,11:30:00,11:34:00,Confirmed,10:47:00,11:34:00,Present,25.840133532096544,4.0,5.0,2025-10-12
ENR00006178,MEM000290,CT006,STF0022,FAC001,AR002,2025-09-13,2025-09-15,11:00:00,11:04:00,11:30:00,11:34:00,Confirmed,10:54:00,11:34:00,Present,29.515022981277124,3.0,5.0,2025-10-12
ENR00006179,MEM000144,CT006,STF0022,FAC001,AR002,2025-09-11,2025-09-15,11:00:00,11:10:00,11:30:00,11:40:00,Confirmed,11:00:00,11:40:00,Present,24.832039751628013,4.0,5.0,2025-10-12
ENR00006180,MEM000328,CT006,STF0022,FAC001,AR002,2025-09-09,2025-09-15,11:00:00,11:00:00,11:30:00,,Confirmed,,,No Show,19.179807765594298,,,2025-10-12
ENR00006181,MEM000387,CT006,STF0022,FAC001,AR002,2025-09-15,2025-09-15,11:00:00,11:08:00,11:30:00,11:38:00,Confirmed,10:57:00,11:38:00,Present,19.87719726764096,4.0,3.0,2025-10-12
ENR00006182,MEM000097,CT006,STF0022,FAC001,AR002,2025-09-13,2025-09-15,11:00:00,10:58:00,11:30:00,11:28:00,Confirmed,10:55:00,11:28:00,Present,29.63253022915245,4.0,5.0,2025-10-12
ENR00006183,MEM000209,CT006,STF0022,FAC001,AR002,2025-09-14,2025-09-15,11:00:00,11:09:00,11:30:00,11:39:00,Confirmed,10:59:00,11:39:00,Present,30.12348701897845,5.0,4.0,2025-10-12
ENR00006184,MEM000447,CT006,STF0022,FAC001,AR002,2025-09-09,2025-09-15,11:00:00,11:03:00,11:30:00,11:33:00,Confirmed,10:46:00,11:33:00,Present,22.424912399500307,4.0,4.0,2025-10-12
ENR00006185,MEM000174,CT006,STF0022,FAC001,AR002,2025-09-11,2025-09-15,11:00:00,11:00:00,11:30:00,11:30:00,Confirmed,10:58:00,11:30:00,Present,28.685513830261307,5.0,5.0,2025-10-12
ENR00006186,MEM000260,CT006,STF0022,FAC001,AR002,2025-09-08,2025-09-15,11:00:00,11:00:00,11:30:00,,Cancelled,,,Cancelled,0.0,,,2025-10-12
ENR00006187,MEM000193,CT006,STF0022,FAC001,AR002,2025-09-10,2025-09-15,11:00:00,11:02:00,11:30:00,11:32:00,Confirmed,10:56:00,11:32:00,Present,19.006093965992406,3.0,4.0,2025-10-12
ENR00006188,MEM000056,CT005,STF0029,FAC002,AR009,2025-09-12,2025-09-15,18:15:00,18:21:00,19:00:00,19:06:00,Confirmed,18:13:00,19:06:00,Present,18.35545707839151,5.0,5.0,2025-10-12
ENR00006189,MEM000172,CT005,STF0029,FAC002,AR009,2025-09-09,2025-09-15,18:15:00,18:19:00,19:00:00,19:04:00,Confirmed,18:08:00,19:04:00,Present,21.245181766434165,4.0,5.0,2025-10-12
ENR00006190,MEM000355,CT005,STF0029,FAC002,AR009,2025-09-11,2025-09-15,18:15:00,18:16:00,19:00:00,19:01:00,Confirmed,18:04:00,19:01:00,Present,28.444906795771004,5.0,3.0,2025-10-12
ENR00006191,MEM000273,CT005,STF0029,FAC002,AR009,2025-09-13,2025-09-15,18:15:00,18:17:00,19:00:00,19:02:00,Confirmed,18:15:00,19:02:00,Present,30.070818117087832,5.0,5.0,2025-10-12
ENR00006192,MEM000079,CT005,STF0029,FAC002,AR009,2025-09-09,2025-09-15,18:15:00,18:17:00,19:00:00,19:02:00,Confirmed,18:02:00,19:02:00,Present,29.03591072422063,5.0,5.0,2025-10-12
ENR00006193,MEM000080,CT005,STF0029,FAC002,AR009,2025-09-08,2025-09-15,18:15:00,18:18:00,19:00:00,19:03:00,Confirmed,18:08:00,19:03:00,Present,25.483449546530128,4.0,5.0,2025-10-12
ENR00006194,MEM000361,CT005,STF0029,FAC002,AR009,2025-09-11,2025-09-15,18:15:00,18:10:00,19:00:00,18:55:00,Confirmed,18:14:00,18:55:00,Present,25.637904865542055,3.0,4.0,2025-10-12
ENR00006195,MEM000488,CT005,STF0029,FAC002,AR009,2025-09-14,2025-09-15,18:15:00,18:13:00,19:00:00,18:58:00,Confirmed,18:04:00,18:58:00,Present,30.058217883530737,4.0,5.0,2025-10-12
ENR00006196,MEM000454,CT005,STF0029,FAC002,AR009,2025-09-08,2025-09-15,18:15:00,18:24:00,19:00:00,19:09:00,Confirmed,18:01:00,19:09:00,Present,21.856680248421988,5.0,5.0,2025-10-12
ENR00006197,MEM000110,CT005,STF0029,FAC002,AR009,2025-09-11,2025-09-15,18:15:00,18:10:00,19:00:00,18:55:00,Confirmed,18:11:00,18:55:00,Present,16.544899728546266,3.0,5.0,2025-10-12
ENR00006198,MEM000434,CT005,STF0029,FAC002,AR009,2025-09-09,2025-09-15,18:15:00,18:20:00,19:00:00,19:05:00,Confirmed,18:03:00,19:05:00,Present,33.30277658716389,4.0,3.0,2025-10-12
ENR00006199,MEM000027,CT005,STF0029,FAC002,AR009,2025-09-14,2025-09-15,18:15:00,18:14:00,19:00:00,18:59:00,Confirmed,18:04:00,18:59:00,Present,21.205915365882184,4.0,4.0,2025-10-12
ENR00006200,MEM000305,CT005,STF0029,FAC002,AR009,2025-09-10,2025-09-15,18:15:00,18:15:00,19:00:00,,Cancelled,,,Cancelled,0.0,,,2025-10-12
ENR00006201,MEM000422,CT005,STF0029,FAC002,AR009,2025-09-12,2025-09-15,18:15:00,18:15:00,19:00:00,,Cancelled,,,Cancelled,0.0,,,2025-10-12
ENR00006202,MEM000154,CT005,STF0029,FAC002,AR009,2025-09-11,2025-09-15,18:15:00,18:10:00,19:00:00,18:55:00,Confirmed,18:03:00,18:55:00,Present,29.865785723313536,4.0,4.0,2025-10-12
ENR00006203,MEM000250,CT005,STF0029,FAC002,AR009,2025-09-13,2025-09-15,18:15:00,18:12:00,19:00:00,18:57:00,Confirmed,18:03:00,18:57:00,Present,15.591663764624055,5.0,5.0,2025-10-12
ENR00006204,MEM000206,CT005,STF0029,FAC002,AR009,2025-09-08,2025-09-15,18:15:00,18:11:00,19:00:00,18:56:00,Confirmed,18:03:00,18:56:00,Present,25.841463301582955,4.0,4.0,2025-10-12
ENR00006205,MEM000019,CT005,STF0029,FAC002,AR009,2025-09-14,2025-09-15,18:15:00,18:15:00,19:00:00,,Confirmed,,,No Show,32.43781346499492,,,2025-10-12
ENR00006206,MEM000176,CT005,STF0029,FAC002,AR009,2025-09-15,2025-09-15,18:15:00,18:11:00,19:00:00,18:56:00,Confirmed,18:02:00,18:56:00,Present,26.072148000421603,4.0,4.0,2025-10-12
ENR00006207,MEM000291,CT005,STF0029,FAC002,AR009,2025-09-11,2025-09-15,18:15:00,18:14:00,19:00:00,18:59:00,Confirmed,18:11:00,18:59:00,Present,26.975425782569342,3.0,4.0,2025-10-12
ENR00006208,MEM000219,CT005,STF0029,FAC002,AR009,2025-09-12,2025-09-15,18:15:00,18:22:00,19:00:00,19:07:00,Confirmed,18:08:00,19:07:00,Present,29.912126161624197,5.0,3.0,2025-10-12
ENR00006209,MEM000340,CT009,STF0026,FAC002,AR009,2025-09-09,2025-09-15,14:30:00,14:37:00,15:30:00,15:37:00,Confirmed,14:19:00,15:37:00,Present,17.863940779239396,4.0,3.0,2025-10-12
