membershipid,memberid,membershiptypeid,startdate,enddate,status,autorenew
MS0000771,MEM000597,MT007,2025-03-19,2026-03-14,Active,True
MS0000772,MEM000598,MT001,2024-06-19,2024-07-19,Expired,False
MS0000773,MEM000599,MT003,2022-08-10,2022-09-09,Expired,False
MS0000774,MEM000600,MT005,2022-04-20,2022-05-20,Expired,False
MS0000775,MEM000601,MT001,2025-03-13,2025-04-12,Expired,False
MS0000776,MEM000602,MT002,2022-08-05,2022-09-04,Expired,False
MS0000777,MEM000603,MT002,2021-01-25,2021-02-24,Cancelled,False
MS0000778,MEM000603,MT003,2021-04-06,2021-05-06,Expired,False
MS0000779,MEM000604,MT001,2022-10-13,2022-11-12,Expired,False
MS0000780,MEM000604,MT004,2023-02-04,2023-03-06,Expired,False
MS0000781,MEM000605,MT002,2024-06-25,2024-07-25,Expired,False
MS0000782,MEM000605,MT002,2024-08-07,2024-09-06,Expired,False
MS0000783,MEM000606,MT002,2021-08-05,2021-09-04,Expired,False
MS0000784,MEM000607,MT006,2021-08-16,2021-09-15,Expired,False
MS0000785,MEM000608,MT003,2025-02-17,2025-03-19,Expired,False
MS0000786,MEM000609,MT003,2025-06-03,2025-07-03,Cancelled,False
MS0000787,MEM000609,MT002,2025-08-05,2025-09-04,Expired,False
MS0000788,MEM000610,MT003,2025-08-15,2025-09-14,Expired,False
MS0000789,MEM000610,MT003,2025-11-07,2025-12-07,Active,False
MS0000790,MEM000611,MT001,2021-05-02,2021-06-01,Expired,False
MS0000791,MEM000612,MT002,2020-09-26,2020-10-26,Expired,False
MS0000792,MEM000613,MT002,2023-03-23,2023-04-22,Expired,False
MS0000793,MEM000614,MT004,2021-10-01,2021-10-31,Expired,False
MS0000794,MEM000615,MT003,2021-05-12,2021-06-11,Expired,False
MS0000795,MEM000616,MT003,2024-11-12,2024-12-12,Expired,False
MS0000796,MEM000617,MT002,2023-05-23,2023-06-22,Expired,False
MS0000797,MEM000618,MT007,2025-03-16,2026-03-11,Active,True
MS0000798,MEM000619,MT008,2025-02-14,2026-02-09,Expired,False
MS0000799,MEM000619,MT007,2026-03-10,2027-03-05,Active,True
MS0000800,MEM000620,MT002,2021-04-06,2021-05-06,Expired,False
MS0000801,MEM000621,MT002,2022-03-21,2022-04-20,Expired,False
MS0000802,MEM000622,MT003,2024-08-01,2024-08-31,Expired,False
MS0000803,MEM000623,MT002,2021-07-19,2021-08-18,Expired,False
MS0000804,MEM000624,MT002,2022-12-15,2023-01-14,Cancelled,False
MS0000805,MEM000624,MT003,2023-02-03,2023-03-05,Cancelled,False
MS0000806,MEM000624,MT003,2023-05-12,2023-06-11,Cancelled,False
MS0000807,MEM000625,MT002,2023-06-18,2023-07-18,Expired,False
MS0000808,MEM000626,MT005,2024-01-12,2024-02-11,Expired,False
MS0000809,MEM000626,MT002,2024-02-23,2024-03-24,Expired,False
MS0000810,MEM000627,MT005,2021-08-05,2021-09-04,Expired,False
MS0000811,MEM000628,MT002,2021-09-26,2021-10-26,Expired,False
MS0000812,MEM000629,MT002,2025-09-06,2025-10-06,Cancelled,False
MS0000813,MEM000629,MT002,2026-01-02,2026-02-01,Active,False
MS0000814,MEM000630,MT002,2024-01-19,2024-02-18,Expired,False
MS0000815,MEM000631,MT003,2025-09-05,2025-10-05,Expired,False
MS0000816,MEM000631,MT001,2025-12-23,2026-01-22,Active,False
MS0000817,MEM000632,MT003,2022-08-27,2022-09-26,Cancelled,False
MS0000818,MEM000633,MT006,2023-07-22,2023-08-21,Cancelled,False
MS0000819,MEM000633,MT007,2023-08-27,2024-08-21,Cancelled,False
MS0000820,MEM000633,MT001,2024-10-16,2024-11-15,Cancelled,False
MS0000821,MEM000634,MT006,2022-03-15,2022-04-14,Expired,False
MS0000822,MEM000634,MT007,2022-05-15,2023-05-10,Expired,False
MS0000823,MEM000635,MT001,2025-02-15,2025-03-17,Expired,False
MS0000824,MEM000636,MT007,2020-12-25,2021-12-20,Expired,False
MS0000825,MEM000636,MT006,2022-01-22,2022-02-21,Expired,False
MS0000826,MEM000637,MT007,2022-11-09,2023-11-04,Expired,False
MS0000827,MEM000638,MT002,2022-03-10,2022-04-09,Expired,False
MS0000828,MEM000639,MT006,2025-04-27,2025-05-27,Cancelled,False
MS0000829,MEM000639,MT007,2025-06-10,2026-06-05,Active,True
MS0000830,MEM000640,MT001,2021-10-09,2021-11-08,Expired,False
MS0000831,MEM000641,MT005,2023-03-26,2023-04-25,Cancelled,False
MS0000832,MEM000641,MT005,2023-05-09,2023-06-08,Expired,False
MS0000833,MEM000642,MT002,2021-04-19,2021-05-19,Expired,False
MS0000834,MEM000643,MT001,2025-01-10,2025-02-09,Expired,False
MS0000835,MEM000644,MT005,2024-10-07,2024-11-06,Expired,False
MS0000836,MEM000645,MT005,2022-03-04,2022-04-03,Expired,False
MS0000837,MEM000645,MT005,2022-05-20,2022-06-19,Expired,False
MS0000838,MEM000646,MT005,2025-02-05,2025-03-07,Expired,False
MS0000839,MEM000647,MT002,2021-01-04,2021-02-03,Expired,False
MS0000840,MEM000648,MT001,2024-06-23,2024-07-23,Expired,False
MS0000841,MEM000649,MT002,2021-11-24,2021-12-24,Expired,False
MS0000842,MEM000650,MT002,2024-08-01,2024-08-31,Expired,False
MS0000843,MEM000651,MT005,2025-05-10,2025-06-09,Expired,False
MS0000844,MEM000651,MT001,2025-07-02,2025-08-01,Expired,False
MS0000845,MEM000652,MT005,2022-12-14,2023-01-13,Expired,False
MS0000846,MEM000653,MT002,2024-11-25,2024-12-25,Expired,False
MS0000847,MEM000654,MT002,2024-05-20,2024-06-19,Expired,False
MS0000848,MEM000654,MT006,2024-06-29,2024-07-29,Expired,False
MS0000849,MEM000655,MT002,2024-11-19,2024-12-19,Cancelled,False
MS0000850,MEM000655,MT001,2025-03-16,2025-04-15,Expired,False
MS0000851,MEM000656,MT002,2021-04-07,2021-05-07,Expired,False
MS0000852,MEM000657,MT001,2024-07-04,2024-08-03,Expired,False
MS0000853,MEM000658,MT001,2024-04-19,2024-05-19,Expired,False
MS0000854,MEM000659,MT002,2022-04-21,2022-05-21,Expired,False
MS0000855,MEM000660,MT006,2022-05-29,2022-06-28,Expired,False
MS0000856,MEM000661,MT006,2023-09-23,2023-10-23,Expired,False
MS0000857,MEM000662,MT009,2025-05-10,2025-05-10,Expired,False
MS0000858,MEM000663,MT002,2023-01-09,2023-02-08,Expired,False
MS0000859,MEM000664,MT002,2023-04-15,2023-05-15,Expired,False
MS0000860,MEM000664,MT002,2023-06-18,2023-07-18,Expired,False
MS0000861,MEM000665,MT003,2024-05-03,2024-06-02,Cancelled,False
MS0000862,MEM000665,MT006,2024-06-25,2024-07-25,Expired,False
MS0000863,MEM000666,MT001,2025-05-23,2025-06-22,Expired,False
MS0000864,MEM000667,MT001,2021-05-23,2021-06-22,Expired,False
MS0000865,MEM000668,MT002,2023-01-28,2023-02-27,Expired,False
MS0000866,MEM000669,MT002,2024-12-22,2025-01-21,Expired,False
MS0000867,MEM000670,MT007,2022-07-22,2023-07-17,Expired,False
MS0000868,MEM000671,MT001,2023-05-19,2023-06-18,Expired,False
MS0000869,MEM000672,MT004,2024-04-06,2024-05-06,Expired,False
MS0000870,MEM000672,MT004,2024-07-01,2024-07-31,Expired,False
MS0000871,MEM000672,MT001,2024-09-29,2024-10-29,Cancelled,False
MS0000872,MEM000673,MT006,2024-01-17,2024-02-16,Expired,False
MS0000873,MEM000674,MT004,2023-10-13,2023-11-12,Cancelled,False
MS0000874,MEM000674,MT001,2023-11-19,2023-12-19,Expired,False
MS0000875,MEM000675,MT002,2024-11-01,2024-12-01,Expired,False
MS0000876,MEM000676,MT006,2025-05-27,2025-06-26,Cancelled,False
MS0000877,MEM000677,MT002,2023-07-20,2023-08-19,Expired,False
MS0000878,MEM000678,MT001,2021-03-29,2021-04-28,Expired,False
MS0000879,MEM000678,MT002,2021-06-17,2021-07-17,Cancelled,False
MS0000880,MEM000678,MT005,2021-10-03,2021-11-02,Cancelled,False
MS0000881,MEM000679,MT001,2024-03-06,2024-04-05,Expired,False
MS0000882,MEM000680,MT001,2024-07-07,2024-08-06,Expired,False
MS0000883,MEM000681,MT001,2024-06-09,2024-07-09,Expired,False
MS0000884,MEM000682,MT007,2024-07-21,2025-07-16,Expired,False
MS0000885,MEM000683,MT002,2021-03-03,2021-04-02,Expired,False
MS0000886,MEM000684,MT003,2022-11-17,2022-12-17,Expired,False
MS0000887,MEM000684,MT001,2023-01-05,2023-02-04,Expired,False
MS0000888,MEM000685,MT001,2023-04-07,2023-05-07,Expired,False
MS0000889,MEM000685,MT002,2023-05-31,2023-06-30,Expired,False
MS0000890,MEM000686,MT004,2024-03-19,2024-04-18,Expired,False
MS0000891,MEM000687,MT001,2023-12-24,2024-01-23,Cancelled,False
MS0000892,MEM000687,MT003,2024-02-12,2024-03-13,Expired,False
MS0000893,MEM000688,MT001,2021-02-07,2021-03-09,Expired,False
MS0000894,MEM000689,MT006,2023-11-11,2023-12-11,Cancelled,False
MS0000895,MEM000689,MT001,2024-01-06,2024-02-05,Expired,False
MS0000896,MEM000690,MT001,2025-07-01,2025-07-31,Expired,False
MS0000897,MEM000691,MT003,2025-01-30,2025-03-01,Expired,False
MS0000898,MEM000692,MT007,2021-10-08,2022-10-03,Expired,False
MS0000899,MEM000693,MT001,2022-11-30,2022-12-30,Expired,False
MS0000900,MEM000694,MT004,2021-01-19,2021-02-18,Expired,False
MS0000901,MEM000695,MT001,2023-05-09,2023-06-08,Expired,False
MS0000902,MEM000696,MT003,2021-07-28,2021-08-27,Cancelled,False
MS0000903,MEM000696,MT002,2021-11-08,2021-12-08,Expired,False
MS0000904,MEM000697,MT002,2022-09-04,2022-10-04,Expired,False
MS0000905,MEM000698,MT007,2021-06-28,2022-06-23,Expired,False
MS0000906,MEM000699,MT003,2021-02-27,2021-03-29,Expired,False
MS0000907,MEM000700,MT002,2024-06-14,2024-07-14,Expired,False
MS0000908,MEM000701,MT006,2022-11-13,2022-12-13,Expired,False
MS0000909,MEM000702,MT001,2022-10-05,2022-11-04,Expired,False
MS0000910,MEM000703,MT003,2024-06-29,2024-07-29,Expired,False
MS0000911,MEM000703,MT006,2024-10-25,2024-11-24,Expired,False
MS0000912,MEM000704,MT005,2021-10-07,2021-11-06,Expired,False
MS0000913,MEM000705,MT001,2024-07-05,2024-08-04,Cancelled,False
MS0000914,MEM000705,MT001,2024-09-27,2024-10-27,Expired,False
MS0000915,MEM000706,MT007,2020-11-26,2021-11-21,Expired,False
MS0000916,MEM000707,MT002,2024-02-21,2024-03-22,Expired,False
MS0000917,MEM000708,MT005,2025-04-01,2025-05-01,Expired,False
MS0000918,MEM000709,MT006,2024-07-21,2024-08-20,Expired,False
MS0000919,MEM000710,MT002,2022-12-29,2023-01-28,Expired,False
MS0000920,MEM000711,MT007,2022-12-09,2023-12-04,Expired,False
MS0000921,MEM000712,MT005,2024-08-28,2024-09-27,Expired,False
MS0000922,MEM000713,MT007,2022-08-02,2023-07-28,Cancelled,False
MS0000923,MEM000713,MT003,2023-09-30,2023-10-30,Expired,False
MS0000924,MEM000714,MT007,2022-05-30,2023-05-25,Expired,False
MS0000925,MEM000715,MT003,2022-10-07,2022-11-06,Cancelled,False
MS0000926,MEM000715,MT002,2023-01-25,2023-02-24,Expired,False
MS0000927,MEM000716,MT005,2025-05-10,2025-06-09,Expired,False
MS0000928,MEM000717,MT002,2025-04-09,2025-05-09,Expired,False
MS0000929,MEM000718,MT001,2024-05-05,2024-06-04,Expired,False
MS0000930,MEM000719,MT004,2023-04-15,2023-05-15,Expired,False
MS0000931,MEM000719,MT009,2023-05-18,2023-05-18,Expired,False
MS0000932,MEM000720,MT007,2020-12-15,2021-12-10,Expired,False
MS0000933,MEM000721,MT007,2021-01-06,2022-01-01,Expired,False
MS0000934,MEM000722,MT007,2024-03-14,2025-03-09,Expired,False
MS0000935,MEM000723,MT002,2021-11-01,2021-12-01,Expired,False
MS0000936,MEM000723,MT001,2021-12-05,2022-01-04,Expired,False
MS0000937,MEM000724,MT006,2023-11-11,2023-12-11,Expired,False
MS0000938,MEM000725,MT002,2025-05-25,2025-06-24,Expired,False
MS0000939,MEM000726,MT002,2021-07-13,2021-08-12,Expired,False
MS0000940,MEM000727,MT001,2021-11-04,2021-12-04,Expired,False
MS0000941,MEM000728,MT009,2025-07-12,2025-07-12,Expired,False
MS0000942,MEM000729,MT003,2024-12-17,2025-01-16,Expired,False
MS0000943,MEM000730,MT006,2025-05-11,2025-06-10,Expired,False
MS0000944,MEM000731,MT002,2023-09-01,2023-10-01,Expired,False
MS0000945,MEM000732,MT006,2021-10-11,2021-11-10,Expired,False
MS0000946,MEM000733,MT001,2025-06-11,2025-07-11,Cancelled,False
MS0000947,MEM000733,MT001,2025-07-27,2025-08-26,Expired,False
MS0000948,MEM000734,MT001,2021-02-25,2021-03-27,Expired,False
MS0000949,MEM000735,MT001,2022-11-29,2022-12-29,Expired,False
MS0000950,MEM000736,MT002,2025-06-22,2025-07-22,Cancelled,False
MS0000951,MEM000736,MT002,2025-09-01,2025-10-01,Active,False
MS0000952,MEM000737,MT001,2024-04-03,2024-05-03,Expired,False
MS0000953,MEM000738,MT001,2021-10-15,2021-11-14,Expired,False
MS0000954,MEM000738,MT001,2022-01-11,2022-02-10,Expired,False
MS0000955,MEM000739,MT003,2022-02-08,2022-03-10,Cancelled,False
MS0000956,MEM000739,MT002,2022-05-18,2022-06-17,Expired,False
MS0000957,MEM000740,MT001,2024-03-19,2024-04-18,Expired,False
MS0000958,MEM000741,MT001,2021-03-13,2021-04-12,Cancelled,False
MS0000959,MEM000741,MT001,2021-07-11,2021-08-10,Expired,False
MS0000960,MEM000742,MT002,2022-12-29,2023-01-28,Expired,False
MS0000961,MEM000743,MT001,2022-01-28,2022-02-27,Expired,False
MS0000962,MEM000744,MT002,2020-11-09,2020-12-09,Cancelled,False
MS0000963,MEM000744,MT006,2021-01-16,2021-02-15,Expired,False
MS0000964,MEM000745,MT005,2022-10-20,2022-11-19,Cancelled,False
MS0000965,MEM000745,MT001,2022-11-24,2022-12-24,Expired,False
MS0000966,MEM000746,MT002,2023-01-22,2023-02-21,Expired,False
MS0000967,MEM000747,MT001,2025-03-07,2025-04-06,Expired,False
MS0000968,MEM000748,MT002,2025-03-17,2025-04-16,Cancelled,False
MS0000969,MEM000748,MT002,2025-06-13,2025-07-13,Expired,False
MS0000970,MEM000749,MT001,2024-06-20,2024-07-20,Expired,False
MS0000971,MEM000750,MT003,2023-08-01,2023-08-31,Expired,False
MS0000972,MEM000751,MT002,2023-04-29,2023-05-29,Expired,False
MS0000973,MEM000751,MT002,2023-06-01,2023-07-01,Expired,False
MS0000974,MEM000752,MT002,2022-08-22,2022-09-21,Expired,False
MS0000975,MEM000753,MT002,2024-11-13,2024-12-13,Expired,False
MS0000976,MEM000754,MT002,2021-12-01,2021-12-31,Expired,False
MS0000977,MEM000755,MT003,2022-09-26,2022-10-26,Expired,False
MS0000978,MEM000756,MT001,2021-06-22,2021-07-22,Expired,False
MS0000979,MEM000757,MT002,2020-12-25,2021-01-24,Expired,False
MS0000980,MEM000758,MT002,2022-08-21,2022-09-20,Expired,False
MS0000981,MEM000759,MT002,2023-08-14,2023-09-13,Expired,False
MS0000982,MEM000759,MT002,2023-11-11,2023-12-11,Expired,False
MS0000983,MEM000760,MT007,2022-11-27,2023-11-22,Expired,False
MS0000984,MEM000761,MT002,2022-11-13,2022-12-13,Expired,False
MS0000985,MEM000762,MT002,2023-11-13,2023-12-13,Expired,False
MS0000986,MEM000763,MT003,2023-10-09,2023-11-08,Expired,False
MS0000987,MEM000764,MT007,2025-07-11,2026-07-06,Active,True
MS0000988,MEM000765,MT002,2023-12-19,2024-01-18,Expired,False
MS0000989,MEM000766,MT001,2023-01-19,2023-02-18,Cancelled,False
MS0000990,MEM000766,MT002,2023-03-16,2023-04-15,Expired,False
MS0000991,MEM000767,MT001,2021-06-14,2021-07-14,Expired,False
MS0000992,MEM000768,MT003,2021-05-14,2021-06-13,Expired,False
MS0000993,MEM000769,MT007,2025-04-01,2026-03-27,Active,True
MS0000994,MEM000770,MT009,2024-10-14,2024-10-14,Expired,False
MS0000995,MEM000771,MT008,2024-05-03,2025-04-28,Expired,False
MS0000996,MEM000772,MT002,2022-11-24,2022-12-24,Expired,False
MS0000997,MEM000772,MT002,2023-01-13,2023-02-12,Expired,False
MS0000998,MEM000773,MT005,2023-09-20,2023-10-20,Expired,False
MS0000999,MEM000774,MT006,2021-04-18,2021-05-18,Expired,False
MS0001000,MEM000775,MT001,2024-07-04,2024-08-03,Cancelled,False
MS0001001,MEM000775,MT001,2024-08-15,2024-09-14,Expired,False
MS0001002,MEM000776,MT001,2023-12-12,2024-01-11,Cancelled,False
MS0001003,MEM000776,MT003,2024-01-21,2024-02-20,Expired,False
MS0001004,MEM000777,MT002,2023-05-30,2023-06-29,Cancelled,False
MS0001005,MEM000777,MT001,2023-09-23,2023-10-23,Cancelled,False
MS0001006,MEM000778,MT001,2021-04-23,2021-05-23,Expired,False
MS0001007,MEM000779,MT002,2023-11-21,2023-12-21,Expired,False
MS0001008,MEM000779,MT001,2023-12-31,2024-01-30,Expired,False
MS0001009,MEM000780,MT006,2024-11-16,2024-12-16,Expired,False
MS0001010,MEM000781,MT001,2020-10-13,2020-11-12,Expired,False
MS0001011,MEM000782,MT007,2021-09-07,2022-09-02,Expired,False
MS0001012,MEM000783,MT001,2023-07-12,2023-08-11,Expired,False
MS0001013,MEM000784,MT006,2022-03-08,2022-04-07,Expired,False
MS0001014,MEM000785,MT002,2023-08-28,2023-09-27,Expired,False
MS0001015,MEM000785,MT001,2023-10-27,2023-11-26,Expired,False
MS0001016,MEM000786,MT002,2022-11-29,2022-12-29,Expired,False
MS0001017,MEM000787,MT002,2020-10-26,2020-11-25,Expired,False
MS0001018,MEM000788,MT001,2023-08-15,2023-09-14,Expired,False
MS0001019,MEM000789,MT003,2023-05-11,2023-06-10,Cancelled,False
MS0001020,MEM000789,MT002,2023-09-06,2023-10-06,Expired,False
MS0001021,MEM000790,MT007,2024-04-26,2025-04-21,Expired,False
MS0001022,MEM000791,MT007,2022-12-28,2023-12-23,Expired,False
MS0001023,MEM000792,MT007,2022-05-26,2023-05-21,Expired,False
MS0001024,MEM000793,MT001,2025-05-12,2025-06-11,Expired,False
MS0001025,MEM000794,MT001,2023-12-12,2024-01-11,Expired,False
MS0001026,MEM000795,MT001,2021-12-04,2022-01-03,Expired,False
MS0001027,MEM000796,MT002,2021-01-14,2021-02-13,Expired,False
MS0001028,MEM000797,MT002,2024-11-17,2024-12-17,Expired,False
MS0001029,MEM000798,MT001,2023-08-23,2023-09-22,Expired,False
MS0001030,MEM000799,MT005,2024-07-23,2024-08-22,Cancelled,False
MS0001031,MEM000800,MT002,2021-06-27,2021-07-27,Expired,False
MS0001032,MEM000801,MT008,2023-01-23,2024-01-18,Expired,False
MS0001033,MEM000802,MT005,2023-10-31,2023-11-30,Cancelled,False
MS0001034,MEM000802,MT005,2024-01-21,2024-02-20,Expired,False
MS0001035,MEM000802,MT005,2024-03-08,2024-04-07,Cancelled,False
MS0001036,MEM000803,MT006,2022-10-17,2022-11-16,Expired,False
MS0001037,MEM000804,MT001,2023-12-06,2024-01-05,Expired,False
MS0001038,MEM000805,MT003,2023-05-20,2023-06-19,Expired,False
MS0001039,MEM000806,MT002,2023-10-14,2023-11-13,Expired,False
MS0001040,MEM000807,MT007,2021-03-08,2022-03-03,Expired,False
MS0001041,MEM000808,MT002,2025-05-20,2025-06-19,Expired,False
MS0001042,MEM000809,MT001,2021-06-04,2021-07-04,Expired,False
MS0001043,MEM000810,MT004,2024-02-12,2024-03-13,Cancelled,False
MS0001044,MEM000810,MT001,2024-03-26,2024-04-25,Expired,False
MS0001045,MEM000811,MT002,2022-10-24,2022-11-23,Expired,False
MS0001046,MEM000811,MT002,2023-01-18,2023-02-17,Expired,False
MS0001047,MEM000811,MT003,2023-04-30,2023-05-30,Cancelled,False
MS0001048,MEM000812,MT001,2022-05-11,2022-06-10,Expired,False
MS0001049,MEM000813,MT006,2024-09-29,2024-10-29,Expired,False
MS0001050,MEM000813,MT003,2024-12-29,2025-01-28,Expired,False
MS0001051,MEM000814,MT008,2024-08-02,2025-07-28,Expired,False
MS0001052,MEM000815,MT009,2024-05-22,2024-05-22,Cancelled,False
MS0001053,MEM000815,MT004,2024-07-16,2024-08-15,Expired,False
MS0001054,MEM000816,MT007,2021-10-30,2022-10-25,Expired,False
MS0001055,MEM000817,MT002,2023-02-06,2023-03-08,Expired,False
MS0001056,MEM000817,MT006,2023-05-21,2023-06-20,Expired,False
MS0001057,MEM000818,MT001,2022-03-06,2022-04-05,Expired,False
MS0001058,MEM000819,MT001,2022-11-28,2022-12-28,Expired,False
MS0001059,MEM000819,MT004,2022-12-31,2023-01-30,Expired,False
MS0001060,MEM000820,MT005,2024-06-12,2024-07-12,Expired,False
MS0001061,MEM000821,MT002,2021-03-13,2021-04-12,Expired,False
MS0001062,MEM000822,MT007,2023-04-30,2024-04-24,Expired,False
MS0001063,MEM000823,MT001,2021-02-18,2021-03-20,Expired,False
MS0001064,MEM000824,MT001,2025-04-09,2025-05-09,Expired,False
MS0001065,MEM000825,MT001,2024-02-16,2024-03-17,Expired,False
MS0001066,MEM000826,MT008,2022-05-07,2023-05-02,Expired,False
MS0001067,MEM000827,MT001,2024-05-31,2024-06-30,Expired,False
MS0001068,MEM000828,MT003,2021-04-29,2021-05-29,Expired,False
MS0001069,MEM000829,MT001,2022-01-14,2022-02-13,Expired,False
MS0001070,MEM000829,MT004,2022-04-28,2022-05-28,Expired,False
MS0001071,MEM000830,MT004,2021-12-14,2022-01-13,Expired,False
MS0001072,MEM000830,MT004,2022-04-12,2022-05-12,Cancelled,False
MS0001073,MEM000831,MT003,2021-10-15,2021-11-14,Cancelled,False
MS0001074,MEM000831,MT001,2022-01-31,2022-03-02,Expired,False
MS0001075,MEM000832,MT006,2021-03-14,2021-04-13,Expired,False
MS0001076,MEM000833,MT007,2021-07-24,2022-07-19,Expired,False
MS0001077,MEM000834,MT008,2022-09-06,2023-09-01,Cancelled,False
MS0001078,MEM000834,MT001,2023-10-21,2023-11-20,Expired,False
MS0001079,MEM000835,MT006,2020-12-18,2021-01-17,Cancelled,False
MS0001080,MEM000835,MT002,2021-03-27,2021-04-26,Expired,False
MS0001081,MEM000836,MT002,2021-07-28,2021-08-27,Cancelled,False
MS0001082,MEM000836,MT002,2021-11-23,2021-12-23,Expired,False
MS0001083,MEM000837,MT006,2024-07-18,2024-08-17,Expired,False
MS0001084,MEM000837,MT002,2024-10-24,2024-11-23,Expired,False
MS0001085,MEM000838,MT003,2022-05-22,2022-06-21,Expired,False
MS0001086,MEM000839,MT003,2021-07-11,2021-08-10,Cancelled,False
MS0001087,MEM000839,MT001,2021-10-15,2021-11-14,Expired,False
MS0001088,MEM000840,MT002,2025-01-20,2025-02-19,Expired,False
MS0001089,MEM000841,MT005,2023-01-24,2023-02-23,Expired,False
MS0001090,MEM000842,MT002,2022-12-05,2023-01-04,Expired,False
MS0001091,MEM000843,MT001,2024-04-09,2024-05-09,Expired,False
MS0001092,MEM000843,MT001,2024-05-22,2024-06-21,Expired,False
MS0001093,MEM000844,MT005,2020-12-04,2021-01-03,Expired,False
MS0001094,MEM000845,MT005,2025-06-05,2025-07-05,Expired,False
MS0001095,MEM000845,MT005,2025-09-13,2025-10-13,Active,False
MS0001096,MEM000846,MT001,2021-06-15,2021-07-15,Expired,False
MS0001097,MEM000847,MT004,2022-01-06,2022-02-05,Expired,False
MS0001098,MEM000848,MT001,2020-11-30,2020-12-30,Expired,False
MS0001099,MEM000849,MT002,2024-12-28,2025-01-27,Cancelled,False
MS0001100,MEM000849,MT006,2025-02-25,2025-03-27,Expired,False
MS0001101,MEM000850,MT009,2025-08-06,2025-08-06,Expired,False
MS0001102,MEM000851,MT002,2025-07-30,2025-08-29,Cancelled,False
MS0001103,MEM000851,MT002,2025-11-13,2025-12-13,Active,False
MS0001104,MEM000852,MT005,2024-07-29,2024-08-28,Expired,False
MS0001105,MEM000853,MT002,2023-06-22,2023-07-22,Expired,False
MS0001106,MEM000853,MT001,2023-08-23,2023-09-22,Expired,False
MS0001107,MEM000854,MT002,2021-11-04,2021-12-04,Cancelled,False
MS0001108,MEM000854,MT004,2022-03-02,2022-04-01,Expired,False
MS0001109,MEM000855,MT001,2025-04-25,2025-05-25,Cancelled,False
MS0001110,MEM000855,MT002,2025-06-20,2025-07-20,Expired,False
MS0001111,MEM000856,MT001,2025-08-16,2025-09-15,Expired,False
MS0001112,MEM000857,MT007,2024-03-31,2025-03-26,Expired,False
MS0001113,MEM000857,MT007,2025-04-24,2026-04-19,Expired,False
MS0001114,MEM000857,MT007,2026-06-18,2027-06-13,Cancelled,False
MS0001115,MEM000858,MT001,2025-02-27,2025-03-29,Cancelled,False
MS0001116,MEM000858,MT009,2025-05-05,2025-05-05,Expired,False
MS0001117,MEM000859,MT001,2022-06-11,2022-07-11,Expired,False
MS0001118,MEM000860,MT001,2023-06-01,2023-07-01,Expired,False
MS0001119,MEM000861,MT006,2021-02-13,2021-03-15,Expired,False
MS0001120,MEM000862,MT001,2022-08-07,2022-09-06,Expired,False
MS0001121,MEM000863,MT002,2023-07-04,2023-08-03,Expired,False
MS0001122,MEM000864,MT006,2023-08-18,2023-09-17,Expired,False
MS0001123,MEM000865,MT008,2023-03-13,2024-03-07,Expired,False
MS0001124,MEM000866,MT005,2021-07-23,2021-08-22,Expired,False
MS0001125,MEM000867,MT003,2020-11-27,2020-12-27,Expired,False
MS0001126,MEM000868,MT006,2023-04-05,2023-05-05,Expired,False
MS0001127,MEM000869,MT002,2022-03-11,2022-04-10,Expired,False
MS0001128,MEM000870,MT002,2022-11-02,2022-12-02,Expired,False
MS0001129,MEM000870,MT002,2022-12-23,2023-01-22,Expired,False
MS0001130,MEM000871,MT002,2021-12-21,2022-01-20,Expired,False
MS0001131,MEM000872,MT002,2025-05-12,2025-06-11,Expired,False
MS0001132,MEM000873,MT002,2021-01-07,2021-02-06,Cancelled,False
MS0001133,MEM000873,MT001,2021-04-11,2021-05-11,Expired,False
MS0001134,MEM000874,MT001,2024-02-16,2024-03-17,Expired,False
MS0001135,MEM000875,MT005,2025-01-12,2025-02-11,Cancelled,False
MS0001136,MEM000875,MT001,2025-03-14,2025-04-13,Expired,False
MS0001137,MEM000876,MT002,2024-11-29,2024-12-29,Expired,False
MS0001138,MEM000877,MT001,2023-03-31,2023-04-30,Expired,False
MS0001139,MEM000877,MT002,2023-05-25,2023-06-24,Expired,False
MS0001140,MEM000878,MT002,2022-05-06,2022-06-05,Expired,False
MS0001141,MEM000879,MT001,2022-07-25,2022-08-24,Cancelled,False
MS0001142,MEM000879,MT002,2022-11-12,2022-12-12,Expired,False
MS0001143,MEM000880,MT001,2021-12-18,2022-01-17,Expired,False
MS0001144,MEM000881,MT003,2024-08-14,2024-09-13,Cancelled,False
MS0001145,MEM000881,MT003,2024-09-21,2024-10-21,Expired,False
MS0001146,MEM000881,MT007,2024-10-22,2025-10-17,Cancelled,False
MS0001147,MEM000882,MT002,2023-10-05,2023-11-04,Expired,False
MS0001148,MEM000883,MT007,2024-02-06,2025-01-31,Cancelled,False
MS0001149,MEM000883,MT002,2025-04-29,2025-05-29,Expired,False
MS0001150,MEM000884,MT002,2025-06-24,2025-07-24,Expired,False
MS0001151,MEM000885,MT001,2025-02-17,2025-03-19,Expired,False
MS0001152,MEM000886,MT002,2022-10-18,2022-11-17,Expired,False
MS0001153,MEM000887,MT003,2023-09-27,2023-10-27,Expired,False
MS0001154,MEM000888,MT003,2021-01-15,2021-02-14,Expired,False
