enrollmentid,memberid,instanceid,enrollmentdate,enrollmentstatus,paymentamount,checkintime,checkouttime
EN00001827,MEM000247,CI0000181,2025-10-06 03:19:57.087411,Attended,0.0,2025-10-11 00:00:00.229012,2025-10-11 01:55:00.229012
EN00001828,MEM001067,CI0000181,2025-10-09 10:36:05.448774,Attended,0.0,2025-10-11 00:00:00.494155,2025-10-11 00:57:00.494155
EN00001829,MEM001725,CI0000181,2025-10-09 18:09:04.145708,Attended,0.0,2025-10-11 00:00:00.007909,2025-10-11 00:55:00.007909
EN00001830,MEM001131,CI0000181,2025-10-04 13:57:43.636611,Attended,0.0,2025-10-11 00:00:00.612304,2025-10-11 01:52:00.612304
EN00001831,MEM001359,CI0000181,2025-10-07 00:15:14.015029,Attended,0.0,2025-10-11 00:00:00.798653,2025-10-11 01:36:00.798653
EN00001832,MEM000567,CI0000181,2025-10-05 07:11:39.823245,Attended,0.0,2025-10-11 00:00:00.381462,2025-10-11 01:00:00.381462
EN00001833,MEM001411,CI0000181,2025-10-05 23:04:54.718661,Attended,0.0,2025-10-11 00:00:00.930485,2025-10-11 01:59:00.930485
EN00001834,MEM000932,CI0000181,2025-10-08 01:46:27.173762,Attended,0.0,2025-10-11 00:00:00.837098,2025-10-11 01:38:00.837098
EN00001835,MEM000486,CI0000182,2025-10-06 23:04:26.575959,Attended,0.0,2025-10-11 00:00:00.855565,2025-10-11 01:17:00.855565
EN00001836,MEM000493,CI0000182,2025-10-07 14:50:03.084261,Attended,0.0,2025-10-11 00:00:00.027667,2025-10-11 01:22:00.027667
EN00001837,MEM001114,CI0000182,2025-10-10 06:51:55.917880,Attended,0.0,2025-10-11 00:00:00.879213,2025-10-11 01:35:00.879213
EN00001838,MEM001032,CI0000182,2025-10-08 19:00:02.488852,Attended,0.0,2025-10-11 00:00:00.177692,2025-10-11 01:57:00.177692
EN00001839,MEM000669,CI0000183,2025-10-08 03:25:41.467128,Attended,0.0,2025-10-11 00:00:00.358985,2025-10-11 01:43:00.358985
EN00001840,MEM000752,CI0000183,2025-10-07 16:36:16.913140,Attended,0.0,2025-10-11 00:00:00.926881,2025-10-11 01:01:00.926881
EN00001841,MEM000062,CI0000183,2025-10-08 04:21:51.663150,Attended,0.0,2025-10-11 00:00:00.241458,2025-10-11 01:36:00.241458
EN00001842,MEM001739,CI0000183,2025-10-11 00:00:00.896969,Attended,0.0,2025-10-11 00:00:00.228474,2025-10-11 00:56:00.228474
EN00001843,MEM000719,CI0000183,2025-10-10 17:22:45.458827,Attended,0.0,2025-10-11 00:00:00.503168,2025-10-11 01:52:00.503168
EN00001844,MEM000674,CI0000183,2025-10-08 19:53:15.422017,Attended,0.0,2025-10-11 00:00:00.488073,2025-10-11 01:34:00.488073
EN00001845,MEM001415,CI0000183,2025-10-09 09:52:11.395974,Attended,0.0,2025-10-11 00:00:00.739880,2025-10-11 00:46:00.739880
EN00001846,MEM000929,CI0000183,2025-10-10 01:25:20.372787,Attended,0.0,2025-10-11 00:00:00.827395,2025-10-11 01:15:00.827395
EN00001847,MEM001914,CI0000183,2025-10-09 13:33:04.366574,Attended,0.0,2025-10-11 00:00:00.379640,2025-10-11 01:09:00.379640
EN00001848,MEM001510,CI0000183,2025-10-10 19:25:48.315767,Attended,0.0,2025-10-11 00:00:00.264963,2025-10-11 00:55:00.264963
EN00001849,MEM000375,CI0000183,2025-10-09 12:24:21.227135,Attended,0.0,2025-10-11 00:00:00.543969,2025-10-11 01:19:00.543969
EN00001850,MEM001681,CI0000184,2025-10-05 15:52:44.178894,Attended,0.0,2025-10-11 00:00:00.250201,2025-10-11 01:21:00.250201
EN00001851,MEM000488,CI0000184,2025-10-10 16:12:26.332817,Attended,0.0,2025-10-11 00:00:00.311045,2025-10-11 01:31:00.311045
EN00001852,MEM001116,CI0000184,2025-10-08 20:04:47.288007,Attended,0.0,2025-10-11 00:00:00.518198,2025-10-11 00:54:00.518198
EN00001853,MEM000332,CI0000184,2025-10-06 20:39:21.403955,Attended,0.0,2025-10-11 00:00:00.579525,2025-10-11 01:00:00.579525
EN00001854,MEM000866,CI0000184,2025-10-07 06:48:29.827853,Attended,0.0,2025-10-11 00:00:00.983211,2025-10-11 01:41:00.983211
EN00001855,MEM000174,CI0000184,2025-10-03 23:09:17.184383,Attended,0.0,2025-10-11 00:00:00.588192,2025-10-11 01:27:00.588192
EN00001856,MEM001654,CI0000184,2025-10-10 14:20:50.558448,Attended,0.0,2025-10-11 00:00:00.050880,2025-10-11 00:50:00.050880
EN00001857,MEM000902,CI0000184,2025-10-11 00:00:00.855668,Attended,0.0,2025-10-11 00:00:00.307791,2025-10-11 01:28:00.307791
EN00001858,MEM000719,CI0000184,2025-10-04 04:40:19.910794,Attended,0.0,2025-10-11 00:00:00.475663,2025-10-11 01:08:00.475663
EN00001859,MEM001341,CI0000184,2025-10-08 04:31:34.403390,Attended,0.0,2025-10-11 00:00:00.823367,2025-10-11 01:51:00.823367
EN00001860,MEM000475,CI0000184,2025-10-07 01:29:57.266309,Attended,0.0,2025-10-11 00:00:00.852066,2025-10-11 01:48:00.852066
EN00001861,MEM000383,CI0000184,2025-10-08 23:00:28.748529,Attended,0.0,2025-10-11 00:00:00.350811,2025-10-11 00:56:00.350811
EN00001862,MEM001503,CI0000184,2025-10-08 14:40:23.537174,Attended,0.0,2025-10-11 00:00:00.729379,2025-10-11 01:38:00.729379
EN00001863,MEM001007,CI0000184,2025-10-07 08:18:30.375645,No Show,0.0,,
EN00001864,MEM000366,CI0000184,2025-10-09 01:50:13.730650,No Show,0.0,,
EN00001865,MEM001185,CI0000185,2025-10-08 21:40:40.466130,Attended,0.0,2025-10-11 00:00:00.874775,2025-10-11 01:41:00.874775
EN00001866,MEM000589,CI0000185,2025-10-09 06:17:21.313371,Attended,0.0,2025-10-11 00:00:00.684443,2025-10-11 01:37:00.684443
EN00001867,MEM001216,CI0000185,2025-10-09 19:00:20.623720,Attended,0.0,2025-10-11 00:00:00.663720,2025-10-11 01:25:00.663720
EN00001868,MEM001098,CI0000185,2025-10-09 10:55:14.949743,Attended,0.0,2025-10-11 00:00:00.136257,2025-10-11 01:19:00.136257
EN00001869,MEM001794,CI0000185,2025-10-09 05:50:02.311931,Attended,0.0,2025-10-11 00:00:00.963586,2025-10-11 01:24:00.963586
EN00001870,MEM000926,CI0000185,2025-10-07 16:04:05.107559,No Show,0.0,,
EN00001871,MEM001432,CI0000186,2025-10-07 14:17:29.337714,Attended,0.0,2025-10-11 00:00:00.080579,2025-10-11 01:53:00.080579
EN00001872,MEM001292,CI0000186,2025-10-08 18:00:05.331840,Attended,0.0,2025-10-11 00:00:00.803831,2025-10-11 01:24:00.803831
EN00001873,MEM001835,CI0000186,2025-10-06 23:06:21.004132,Attended,0.0,2025-10-11 00:00:00.222640,2025-10-11 01:22:00.222640
EN00001874,MEM000488,CI0000186,2025-10-10 16:10:50.102331,Attended,0.0,2025-10-11 00:00:00.029216,2025-10-11 01:01:00.029216
EN00001875,MEM000615,CI0000186,2025-10-08 11:51:30.950740,Attended,0.0,2025-10-11 00:00:00.446771,2025-10-11 01:59:00.446771
EN00001876,MEM000721,CI0000186,2025-10-10 10:37:47.300272,Attended,0.0,2025-10-11 00:00:00.166704,2025-10-11 00:59:00.166704
EN00001877,MEM000330,CI0000187,2025-10-09 07:20:17.813257,Attended,0.0,2025-10-11 00:00:00.957098,2025-10-11 01:27:00.957098
EN00001878,MEM000490,CI0000187,2025-10-09 21:58:34.741643,Attended,0.0,2025-10-11 00:00:00.362328,2025-10-11 01:45:00.362328
EN00001879,MEM000581,CI0000187,2025-10-07 22:21:59.515437,Attended,0.0,2025-10-11 00:00:00.044105,2025-10-11 00:46:00.044105
EN00001880,MEM000761,CI0000187,2025-10-06 04:38:39.663126,Attended,0.0,2025-10-11 00:00:00.679120,2025-10-11 01:17:00.679120
EN00001881,MEM001586,CI0000187,2025-10-10 00:23:26.921563,Attended,0.0,2025-10-11 00:00:00.018345,2025-10-11 00:49:00.018345
EN00001882,MEM000086,CI0000187,2025-10-10 00:00:19.358039,Attended,0.0,2025-10-11 00:00:00.974400,2025-10-11 01:16:00.974400
EN00001883,MEM000914,CI0000187,2025-10-08 11:37:15.976532,Attended,0.0,2025-10-11 00:00:00.053039,2025-10-11 01:53:00.053039
EN00001884,MEM000607,CI0000187,2025-10-10 10:41:06.423044,Attended,0.0,2025-10-11 00:00:00.929369,2025-10-11 00:48:00.929369
EN00001885,MEM000782,CI0000187,2025-10-06 02:21:57.346672,Attended,0.0,2025-10-11 00:00:00.790969,2025-10-11 01:21:00.790969
EN00001886,MEM000547,CI0000187,2025-10-05 07:45:19.813730,No Show,0.0,,
EN00001887,MEM001902,CI0000188,2025-10-09 23:50:33.164139,Attended,0.0,2025-10-11 00:00:00.706503,2025-10-11 01:29:00.706503
EN00001888,MEM000602,CI0000188,2025-10-06 10:38:42.566016,Attended,0.0,2025-10-11 00:00:00.045012,2025-10-11 01:01:00.045012
EN00001889,MEM001422,CI0000188,2025-10-10 01:52:27.580164,Attended,0.0,2025-10-11 00:00:00.212746,2025-10-11 01:40:00.212746
EN00001890,MEM000696,CI0000188,2025-10-07 08:26:50.184869,Attended,0.0,2025-10-11 00:00:00.118247,2025-10-11 01:37:00.118247
EN00001891,MEM000119,CI0000189,2025-10-11 07:19:16.559578,Attended,0.0,2025-10-12 00:00:00.252776,2025-10-12 00:48:00.252776
EN00001892,MEM001244,CI0000189,2025-10-06 06:02:12.518537,Attended,0.0,2025-10-12 00:00:00.178533,2025-10-12 01:06:00.178533
EN00001893,MEM000371,CI0000189,2025-10-05 17:17:16.320179,Attended,0.0,2025-10-12 00:00:00.177798,2025-10-12 00:55:00.177798
EN00001894,MEM001091,CI0000189,2025-10-08 20:05:49.788054,Attended,0.0,2025-10-12 00:00:00.629897,2025-10-12 00:48:00.629897
EN00001895,MEM000651,CI0000189,2025-10-05 01:26:16.169985,Attended,0.0,2025-10-12 00:00:00.676342,2025-10-12 01:52:00.676342
EN00001896,MEM001562,CI0000189,2025-10-06 17:03:54.037178,Attended,0.0,2025-10-12 00:00:00.306009,2025-10-12 01:43:00.306009
EN00001897,MEM000397,CI0000190,2025-10-11 21:19:02.283533,Attended,0.0,2025-10-12 00:00:00.728503,2025-10-12 01:24:00.728503
EN00001898,MEM001729,CI0000190,2025-10-06 13:27:25.324721,Attended,0.0,2025-10-12 00:00:00.061329,2025-10-12 01:23:00.061329
EN00001899,MEM001639,CI0000190,2025-10-10 03:07:42.907513,Attended,0.0,2025-10-12 00:00:00.849521,2025-10-12 00:48:00.849521
EN00001900,MEM001174,CI0000190,2025-10-12 00:00:00.367302,Attended,0.0,2025-10-12 00:00:00.799297,2025-10-12 01:52:00.799297
EN00001901,MEM001265,CI0000190,2025-10-03 22:12:04.082162,Attended,0.0,2025-10-12 00:00:00.566776,2025-10-12 00:56:00.566776
EN00001902,MEM001165,CI0000190,2025-10-11 04:22:36.510268,Attended,0.0,2025-10-12 00:00:00.323590,2025-10-12 01:23:00.323590
EN00001903,MEM001101,CI0000190,2025-10-10 01:32:55.794496,Attended,0.0,2025-10-12 00:00:00.316150,2025-10-12 01:40:00.316150
EN00001904,MEM000388,CI0000190,2025-10-08 20:56:07.180765,No Show,0.0,,
EN00001905,MEM000012,CI0000191,2025-10-10 03:10:25.958450,Attended,0.0,2025-10-12 00:00:00.825710,2025-10-12 00:50:00.825710
EN00001906,MEM001854,CI0000191,2025-10-11 19:04:29.040913,Attended,0.0,2025-10-12 00:00:00.747342,2025-10-12 01:40:00.747342
EN00001907,MEM000208,CI0000191,2025-10-11 20:29:08.908775,Attended,0.0,2025-10-12 00:00:00.510403,2025-10-12 01:34:00.510403
EN00001908,MEM000623,CI0000191,2025-10-05 05:02:25.840883,Attended,0.0,2025-10-12 00:00:00.322393,2025-10-12 01:20:00.322393
EN00001909,MEM000027,CI0000191,2025-10-09 01:06:30.289263,Attended,0.0,2025-10-12 00:00:00.845164,2025-10-12 01:23:00.845164
EN00001910,MEM001486,CI0000191,2025-10-03 17:14:47.449908,Attended,0.0,2025-10-12 00:00:00.258869,2025-10-12 01:17:00.258869
EN00001911,MEM000917,CI0000191,2025-10-04 01:11:43.163023,Attended,0.0,2025-10-12 00:00:00.293628,2025-10-12 01:51:00.293628
EN00001912,MEM001917,CI0000191,2025-10-12 00:00:00.213595,Attended,0.0,2025-10-12 00:00:00.143618,2025-10-12 01:05:00.143618
EN00001913,MEM000736,CI0000191,2025-10-08 14:04:56.388357,Attended,0.0,2025-10-12 00:00:00.753043,2025-10-12 01:55:00.753043
EN00001914,MEM001246,CI0000191,2025-10-08 22:51:01.171813,Attended,0.0,2025-10-12 00:00:00.451365,2025-10-12 01:51:00.451365
EN00001915,MEM000276,CI0000191,2025-10-07 02:37:14.545466,Attended,0.0,2025-10-12 00:00:00.582760,2025-10-12 00:52:00.582760
EN00001916,MEM001815,CI0000191,2025-10-04 03:47:13.255086,Attended,0.0,2025-10-12 00:00:00.911087,2025-10-12 01:40:00.911087
EN00001917,MEM001444,CI0000191,2025-10-05 10:21:46.698986,Attended,0.0,2025-10-12 00:00:00.759486,2025-10-12 01:39:00.759486
EN00001918,MEM000926,CI0000191,2025-10-09 03:03:19.721099,Attended,0.0,2025-10-12 00:00:00.148396,2025-10-12 01:30:00.148396
EN00001919,MEM000536,CI0000191,2025-10-09 17:33:40.326721,Attended,0.0,2025-10-12 00:00:00.577323,2025-10-12 01:47:00.577323
EN00001920,MEM000090,CI0000191,2025-10-06 00:59:35.006107,Attended,0.0,2025-10-12 00:00:00.515672,2025-10-12 01:30:00.515672
EN00001921,MEM001453,CI0000191,2025-10-03 03:30:44.865784,No Show,0.0,,
EN00001922,MEM001571,CI0000191,2025-10-09 11:32:09.342127,No Show,0.0,,
EN00001923,MEM000887,CI0000192,2025-10-08 07:52:17.900529,Attended,0.0,2025-10-12 00:00:00.631838,2025-10-12 01:47:00.631838
EN00001924,MEM001216,CI0000192,2025-10-11 15:10:45.540789,Attended,0.0,2025-10-12 00:00:00.680237,2025-10-12 01:41:00.680237
EN00001925,MEM000358,CI0000192,2025-10-10 16:51:19.560445,Attended,0.0,2025-10-12 00:00:00.777362,2025-10-12 00:52:00.777362
EN00001926,MEM001501,CI0000193,2025-10-11 05:17:46.726923,Attended,0.0,2025-10-12 00:00:00.737669,2025-10-12 01:33:00.737669
EN00001927,MEM001341,CI0000193,2025-10-10 20:58:04.656619,Attended,0.0,2025-10-12 00:00:00.549279,2025-10-12 01:46:00.549279
EN00001928,MEM000365,CI0000193,2025-10-06 20:36:50.985567,Attended,0.0,2025-10-12 00:00:00.795079,2025-10-12 01:31:00.795079
EN00001929,MEM000785,CI0000193,2025-10-09 07:52:40.071754,Attended,0.0,2025-10-12 00:00:00.839470,2025-10-12 01:11:00.839470
EN00001930,MEM000628,CI0000193,2025-10-11 06:29:39.265512,Attended,0.0,2025-10-12 00:00:00.656494,2025-10-12 01:06:00.656494
EN00001931,MEM001662,CI0000193,2025-10-11 10:12:51.572122,Attended,0.0,2025-10-12 00:00:00.428412,2025-10-12 01:53:00.428412
EN00001932,MEM000116,CI0000193,2025-10-07 22:54:56.961277,Attended,0.0,2025-10-12 00:00:00.884712,2025-10-12 01:25:00.884712
EN00001933,MEM001525,CI0000193,2025-10-08 02:46:35.463611,Attended,0.0,2025-10-12 00:00:00.088867,2025-10-12 01:53:00.088867
EN00001934,MEM001099,CI0000194,2025-10-11 11:42:45.658996,Attended,0.0,2025-10-12 00:00:00.316348,2025-10-12 01:35:00.316348
EN00001935,MEM001340,CI0000194,2025-10-11 08:04:22.748823,Attended,0.0,2025-10-12 00:00:00.460804,2025-10-12 01:03:00.460804
EN00001936,MEM000905,CI0000194,2025-10-08 23:33:17.392971,Attended,0.0,2025-10-12 00:00:00.518775,2025-10-12 01:17:00.518775
EN00001937,MEM000515,CI0000194,2025-10-10 14:34:28.027921,Attended,0.0,2025-10-12 00:00:00.078030,2025-10-12 01:55:00.078030
EN00001938,MEM001455,CI0000194,2025-10-10 21:02:21.082777,Attended,0.0,2025-10-12 00:00:00.337112,2025-10-12 00:56:00.337112
EN00001939,MEM000404,CI0000194,2025-10-08 12:54:13.351941,Attended,0.0,2025-10-12 00:00:00.703391,2025-10-12 01:44:00.703391
EN00001940,MEM000463,CI0000194,2025-10-09 13:19:12.451635,Attended,0.0,2025-10-12 00:00:00.854411,2025-10-12 01:33:00.854411
EN00001941,MEM000389,CI0000194,2025-10-04 11:27:41.229620,Attended,0.0,2025-10-12 00:00:00.960322,2025-10-12 00:51:00.960322
EN00001942,MEM000554,CI0000194,2025-10-06 17:56:42.996284,Attended,0.0,2025-10-12 00:00:00.226111,2025-10-12 01:12:00.226111
EN00001943,MEM000191,CI0000195,2025-10-12 16:51:46.133692,Attended,0.0,2025-10-13 00:00:00.593587,2025-10-13 00:49:00.593587
EN00001944,MEM001040,CI0000195,2025-10-07 14:22:29.246617,Attended,0.0,2025-10-13 00:00:00.442399,2025-10-13 01:28:00.442399
EN00001945,MEM000346,CI0000195,2025-10-13 00:00:00.324384,Attended,0.0,2025-10-13 00:00:00.218914,2025-10-13 01:18:00.218914
EN00001946,MEM000397,CI0000195,2025-10-12 05:38:55.495837,Attended,0.0,2025-10-13 00:00:00.187630,2025-10-13 01:56:00.187630
EN00001947,MEM000789,CI0000195,2025-10-09 09:20:34.922646,Attended,0.0,2025-10-13 00:00:00.827119,2025-10-13 01:46:00.827119
EN00001948,MEM001787,CI0000195,2025-10-12 11:49:17.038551,Attended,0.0,2025-10-13 00:00:00.792876,2025-10-13 00:55:00.792876
EN00001949,MEM001572,CI0000195,2025-10-12 03:22:26.941208,Attended,0.0,2025-10-13 00:00:00.391471,2025-10-13 00:58:00.391471
EN00001950,MEM000871,CI0000195,2025-10-08 00:25:51.119000,Attended,0.0,2025-10-13 00:00:00.233060,2025-10-13 01:57:00.233060
EN00001951,MEM000634,CI0000195,2025-10-12 14:03:01.111223,Attended,0.0,2025-10-13 00:00:00.812647,2025-10-13 01:57:00.812647
EN00001952,MEM001952,CI0000195,2025-10-10 10:36:32.633770,Attended,0.0,2025-10-13 00:00:00.100128,2025-10-13 01:41:00.100128
EN00001953,MEM001840,CI0000195,2025-10-09 23:32:37.822811,Attended,0.0,2025-10-13 00:00:00.812100,2025-10-13 01:26:00.812100
EN00001954,MEM000757,CI0000195,2025-10-11 00:29:59.010607,Attended,0.0,2025-10-13 00:00:00.930837,2025-10-13 00:45:00.930837
EN00001955,MEM001832,CI0000195,2025-10-09 16:56:52.610759,Attended,0.0,2025-10-13 00:00:00.074518,2025-10-13 01:27:00.074518
EN00001956,MEM001537,CI0000195,2025-10-10 00:52:55.627178,Attended,0.0,2025-10-13 00:00:00.190111,2025-10-13 01:23:00.190111
EN00001957,MEM000336,CI0000196,2025-10-12 11:37:05.355983,Attended,0.0,2025-10-13 00:00:00.143690,2025-10-13 01:32:00.143690
EN00001958,MEM001383,CI0000196,2025-10-12 04:05:32.819571,Attended,0.0,2025-10-13 00:00:00.124723,2025-10-13 01:21:00.124723
EN00001959,MEM000548,CI0000196,2025-10-10 10:42:07.982978,Attended,0.0,2025-10-13 00:00:00.464680,2025-10-13 01:24:00.464680
EN00001960,MEM000027,CI0000196,2025-10-05 21:23:55.824802,Attended,0.0,2025-10-13 00:00:00.306419,2025-10-13 01:33:00.306419
EN00001961,MEM001253,CI0000196,2025-10-11 12:22:09.070917,Attended,0.0,2025-10-13 00:00:00.607911,2025-10-13 01:21:00.607911
EN00001962,MEM001297,CI0000196,2025-10-11 19:40:55.683056,Attended,0.0,2025-10-13 00:00:00.080130,2025-10-13 00:46:00.080130
EN00001963,MEM000971,CI0000196,2025-10-04 06:23:12.680688,Attended,0.0,2025-10-13 00:00:00.002827,2025-10-13 01:26:00.002827
EN00001964,MEM000776,CI0000196,2025-10-11 16:17:32.244421,Attended,0.0,2025-10-13 00:00:00.844092,2025-10-13 01:53:00.844092
EN00001965,MEM001095,CI0000196,2025-10-11 06:55:17.357661,Attended,0.0,2025-10-13 00:00:00.154424,2025-10-13 01:46:00.154424
EN00001966,MEM000331,CI0000196,2025-10-08 10:18:12.337487,Attended,0.0,2025-10-13 00:00:00.431704,2025-10-13 01:54:00.431704
EN00001967,MEM000616,CI0000196,2025-10-10 19:52:30.928797,Attended,0.0,2025-10-13 00:00:00.227145,2025-10-13 01:05:00.227145
EN00001968,MEM000488,CI0000196,2025-10-12 19:56:53.644890,Attended,0.0,2025-10-13 00:00:00.401308,2025-10-13 00:46:00.401308
EN00001969,MEM000040,CI0000196,2025-10-11 23:00:10.133787,Attended,0.0,2025-10-13 00:00:00.181664,2025-10-13 01:45:00.181664
EN00001970,MEM000316,CI0000196,2025-10-07 13:25:51.583184,No Show,0.0,,
EN00001971,MEM000311,CI0000197,2025-10-11 09:51:49.647155,Attended,0.0,2025-10-13 00:00:00.156484,2025-10-13 01:51:00.156484
EN00001972,MEM001637,CI0000197,2025-10-09 13:51:02.677722,Attended,0.0,2025-10-13 00:00:00.763029,2025-10-13 01:07:00.763029
EN00001973,MEM000902,CI0000197,2025-10-08 18:15:27.260673,Attended,0.0,2025-10-13 00:00:00.038714,2025-10-13 01:49:00.038714
EN00001974,MEM000320,CI0000197,2025-10-09 12:54:36.692992,Attended,0.0,2025-10-13 00:00:00.694135,2025-10-13 01:20:00.694135
EN00001975,MEM000994,CI0000197,2025-10-12 03:45:10.094376,Attended,0.0,2025-10-13 00:00:00.771796,2025-10-13 01:29:00.771796
EN00001976,MEM000375,CI0000197,2025-10-11 10:50:30.060335,Attended,0.0,2025-10-13 00:00:00.883284,2025-10-13 01:15:00.883284
EN00001977,MEM001181,CI0000197,2025-10-11 04:15:14.571613,Attended,0.0,2025-10-13 00:00:00.721796,2025-10-13 00:58:00.721796
EN00001978,MEM001216,CI0000197,2025-10-07 15:27:49.260774,Attended,0.0,2025-10-13 00:00:00.405086,2025-10-13 02:00:00.405086
EN00001979,MEM000687,CI0000197,2025-10-08 23:46:02.623922,Attended,0.0,2025-10-13 00:00:00.560934,2025-10-13 01:12:00.560934
EN00001980,MEM001894,CI0000197,2025-10-11 21:59:41.097883,Attended,0.0,2025-10-13 00:00:00.326800,2025-10-13 01:17:00.326800
EN00001981,MEM001984,CI0000198,2025-10-09 04:13:45.382608,Attended,0.0,2025-10-13 00:00:00.026504,2025-10-13 01:52:00.026504
EN00001982,MEM000990,CI0000198,2025-10-11 18:12:05.986591,Attended,0.0,2025-10-13 00:00:00.420747,2025-10-13 01:35:00.420747
EN00001983,MEM000974,CI0000198,2025-10-11 20:22:25.162816,Attended,0.0,2025-10-13 00:00:00.810554,2025-10-13 01:05:00.810554
EN00001984,MEM001953,CI0000198,2025-10-09 16:50:57.312314,Attended,0.0,2025-10-13 00:00:00.098556,2025-10-13 01:50:00.098556
EN00001985,MEM001696,CI0000198,2025-10-11 03:17:31.073325,Attended,0.0,2025-10-13 00:00:00.203038,2025-10-13 01:35:00.203038
EN00001986,MEM000382,CI0000198,2025-10-10 13:48:08.775610,Attended,0.0,2025-10-13 00:00:00.157296,2025-10-13 00:58:00.157296
EN00001987,MEM001150,CI0000198,2025-10-10 10:04:59.881471,Attended,0.0,2025-10-13 00:00:00.967036,2025-10-13 01:57:00.967036
EN00001988,MEM000313,CI0000198,2025-10-10 23:31:44.319116,Attended,0.0,2025-10-13 00:00:00.454424,2025-10-13 01:34:00.454424
EN00001989,MEM001308,CI0000198,2025-10-05 20:20:38.671666,Attended,0.0,2025-10-13 00:00:00.059570,2025-10-13 01:46:00.059570
EN00001990,MEM001367,CI0000198,2025-10-10 14:52:21.536686,Attended,0.0,2025-10-13 00:00:00.486651,2025-10-13 01:16:00.486651
EN00001991,MEM000584,CI0000198,2025-10-10 02:55:23.627128,Attended,0.0,2025-10-13 00:00:00.249835,2025-10-13 01:46:00.249835
EN00001992,MEM001908,CI0000198,2025-10-09 03:51:14.759469,Attended,0.0,2025-10-13 00:00:00.162928,2025-10-13 01:21:00.162928
EN00001993,MEM000853,CI0000198,2025-10-11 16:18:19.889461,Attended,0.0,2025-10-13 00:00:00.400435,2025-10-13 00:45:00.400435
EN00001994,MEM000620,CI0000198,2025-10-12 10:00:21.052626,Attended,0.0,2025-10-13 00:00:00.470760,2025-10-13 01:51:00.470760
EN00001995,MEM000320,CI0000198,2025-10-07 17:23:47.508910,Attended,0.0,2025-10-13 00:00:00.416983,2025-10-13 01:05:00.416983
EN00001996,MEM001691,CI0000198,2025-10-09 05:00:21.105315,Attended,0.0,2025-10-13 00:00:00.235051,2025-10-13 01:14:00.235051
EN00001997,MEM001460,CI0000198,2025-10-12 19:55:30.388511,Attended,0.0,2025-10-13 00:00:00.416118,2025-10-13 01:16:00.416118
EN00001998,MEM000966,CI0000198,2025-10-07 08:43:48.691082,Attended,0.0,2025-10-13 00:00:00.246450,2025-10-13 01:20:00.246450
EN00001999,MEM000370,CI0000198,2025-10-10 14:44:44.435667,Attended,0.0,2025-10-13 00:00:00.255070,2025-10-13 01:36:00.255070
EN00002000,MEM001120,CI0000199,2025-10-10 23:10:18.803162,Attended,0.0,2025-10-13 00:00:00.139002,2025-10-13 01:00:00.139002
EN00002001,MEM000437,CI0000199,2025-10-07 09:18:47.325341,Attended,0.0,2025-10-13 00:00:00.320564,2025-10-13 01:33:00.320564
EN00002002,MEM000511,CI0000199,2025-10-12 20:40:02.293683,Attended,0.0,2025-10-13 00:00:00.376902,2025-10-13 00:57:00.376902
EN00002003,MEM000386,CI0000199,2025-10-07 17:10:39.809322,Attended,0.0,2025-10-13 00:00:00.627333,2025-10-13 00:46:00.627333
EN00002004,MEM001362,CI0000199,2025-10-12 20:39:41.309391,Attended,0.0,2025-10-13 00:00:00.679216,2025-10-13 01:56:00.679216
EN00002005,MEM001894,CI0000199,2025-10-10 15:32:26.792963,Attended,0.0,2025-10-13 00:00:00.977472,2025-10-13 01:03:00.977472
EN00002006,MEM000717,CI0000199,2025-10-11 08:44:44.384070,Attended,0.0,2025-10-13 00:00:00.194981,2025-10-13 01:17:00.194981
EN00002007,MEM001545,CI0000199,2025-10-11 10:59:50.247500,Attended,0.0,2025-10-13 00:00:00.733244,2025-10-13 01:56:00.733244
EN00002008,MEM001488,CI0000199,2025-10-10 23:49:07.515656,Attended,0.0,2025-10-13 00:00:00.678174,2025-10-13 00:53:00.678174
EN00002009,MEM000528,CI0000199,2025-10-11 07:19:48.432037,Attended,0.0,2025-10-13 00:00:00.309472,2025-10-13 00:51:00.309472
EN00002010,MEM001302,CI0000199,2025-10-08 03:30:47.452031,Attended,0.0,2025-10-13 00:00:00.126898,2025-10-13 01:45:00.126898
EN00002011,MEM000367,CI0000199,2025-10-05 21:48:31.697020,Attended,0.0,2025-10-13 00:00:00.877969,2025-10-13 01:46:00.877969
EN00002012,MEM001975,CI0000199,2025-10-11 14:16:12.086251,Attended,0.0,2025-10-13 00:00:00.563542,2025-10-13 01:52:00.563542
EN00002013,MEM000856,CI0000199,2025-10-09 19:03:39.821999,Attended,0.0,2025-10-13 00:00:00.373607,2025-10-13 00:49:00.373607
EN00002014,MEM001599,CI0000199,2025-10-10 08:05:20.876355,Attended,0.0,2025-10-13 00:00:00.746000,2025-10-13 01:06:00.746000
EN00002015,MEM001631,CI0000199,2025-10-09 19:34:01.202037,Attended,0.0,2025-10-13 00:00:00.983810,2025-10-13 01:26:00.983810
EN00002016,MEM001128,CI0000199,2025-10-11 13:21:12.396090,Attended,0.0,2025-10-13 00:00:00.734865,2025-10-13 01:33:00.734865
EN00002017,MEM000755,CI0000199,2025-10-12 09:06:45.975088,Attended,0.0,2025-10-13 00:00:00.692911,2025-10-13 01:15:00.692911
